city_id,zone_id,date,pm25,pm10,no2,pollution_trend_3days,humidity,wind_speed,rainfall_last_3_days,water_quality_index,reservoir_level,violations_last_7_days,avg_violation_severity,repeat_offender_rate,population_density,industrial_density,green_cover_percentage,drainage_quality_index,social_vulnerability_index,risk_score,pm25_lag1,pm25_lag2,pm25_lag3,risk_score_lag1,risk_score_lag2,risk_score_lag3,violations_last_7_days_lag1,violations_last_7_days_lag2,violations_last_7_days_lag3,pm25_7day_avg,pm25_t1,risk_t1,pm25_t3,risk_t3,pm25_t7,risk_t7,high_risk_zone
Delhi,East_Delhi,2025-03-04,150,253,38,1,81,2,3,40,55,8,2.68,0.66,8787,0.89,17,0.73,0.53,21.52,103.0,90.0,101.0,19.22,20.42,19.0,10.0,8.0,8.0,133.0,209.0,20.76,111.0,15.16,212.0,24.92,0
Delhi,East_Delhi,2025-03-05,209,161,59,0,54,4,2,47,75,4,3.56,0.79,9385,0.83,24,0.32,0.56,20.76,150.0,103.0,90.0,21.52,19.22,20.42,8.0,10.0,8.0,142.14285714285714,125.0,18.06,175.0,22.08,192.0,24.9,0
Delhi,East_Delhi,2025-03-06,125,201,35,0,72,7,16,78,58,7,4.68,0.33,11754,0.5,26,0.42,0.43,18.06,209.0,150.0,103.0,20.76,21.52,19.22,4.0,8.0,10.0,136.42857142857142,111.0,15.16,140.0,19.22,176.0,20.48,0
Delhi,East_Delhi,2025-03-07,111,159,43,0,70,3,3,62,73,1,1.91,0.76,8518,0.63,9,0.32,0.44,15.16,125.0,209.0,150.0,18.06,20.76,21.52,7.0,4.0,8.0,127.0,175.0,22.08,98.0,17.78,157.0,22.1,0
Delhi,East_Delhi,2025-03-08,175,212,45,0,56,5,10,63,49,10,3.12,0.79,10671,0.8,16,0.64,0.43,22.08,111.0,125.0,209.0,15.16,18.06,20.76,1.0,7.0,4.0,137.57142857142858,140.0,19.22,212.0,24.92,121.0,20.26,0
Delhi,East_Delhi,2025-03-09,140,158,57,1,80,4,0,41,31,5,4.54,0.79,9125,0.48,10,0.58,0.62,19.22,175.0,111.0,125.0,22.08,15.16,18.06,10.0,1.0,7.0,144.71428571428572,98.0,17.78,192.0,24.9,201.0,21.16,0
Delhi,East_Delhi,2025-03-10,98,281,30,-1,83,5,12,70,51,4,1.5,0.58,14813,0.47,24,0.64,0.5,17.78,140.0,175.0,111.0,19.22,22.08,15.16,5.0,10.0,1.0,144.0,212.0,24.92,176.0,20.48,155.0,19.76,0
Delhi,East_Delhi,2025-03-11,212,285,36,1,83,1,18,66,67,11,1.58,0.54,12631,0.42,18,0.65,0.39,24.92,98.0,140.0,175.0,17.78,19.22,22.08,4.0,5.0,10.0,152.85714285714286,192.0,24.9,157.0,22.1,87.0,19.14,0
Delhi,East_Delhi,2025-03-12,192,187,66,0,64,5,15,72,52,11,3.56,0.29,12623,0.47,17,0.34,0.74,24.9,212.0,98.0,140.0,24.92,17.78,19.22,11.0,4.0,5.0,150.42857142857142,176.0,20.48,121.0,20.26,192.0,18.08,0
Delhi,East_Delhi,2025-03-13,176,282,41,-1,45,6,6,55,47,4,3.77,0.18,10363,0.68,15,0.52,0.33,20.48,192.0,212.0,98.0,24.9,24.92,17.78,11.0,11.0,4.0,157.71428571428572,157.0,22.1,201.0,21.16,202.0,26.86,0
Delhi,East_Delhi,2025-03-14,157,225,58,-1,77,2,7,42,50,5,3.69,0.64,12559,0.38,7,0.33,0.74,22.1,176.0,192.0,212.0,20.48,24.9,24.92,4.0,11.0,11.0,164.28571428571428,121.0,20.26,155.0,19.76,212.0,19.54,0
Delhi,East_Delhi,2025-03-15,121,204,36,-1,46,3,10,42,63,11,1.83,0.52,15432,0.62,6,0.49,0.41,20.26,157.0,176.0,192.0,22.1,20.48,24.9,5.0,4.0,11.0,156.57142857142858,201.0,21.16,87.0,19.14,109.0,18.22,0
Delhi,East_Delhi,2025-03-16,201,227,60,-1,58,5,9,72,49,1,3.28,0.35,12288,0.52,26,0.71,0.67,21.16,121.0,157.0,176.0,20.26,22.1,20.48,11.0,5.0,4.0,165.28571428571428,155.0,19.76,192.0,18.08,114.0,20.48,0
Delhi,East_Delhi,2025-03-17,155,196,60,1,71,2,10,56,74,9,3.03,0.71,9092,0.73,27,0.56,0.32,19.76,201.0,121.0,157.0,21.16,20.26,22.1,1.0,11.0,5.0,173.42857142857142,87.0,19.14,202.0,26.86,183.0,26.92,0
Delhi,East_Delhi,2025-03-18,87,272,41,1,74,1,16,75,69,5,3.78,0.59,8083,0.55,20,0.61,0.7,19.14,155.0,201.0,121.0,19.76,21.16,20.26,9.0,1.0,11.0,155.57142857142858,192.0,18.08,212.0,19.54,198.0,23.38,0
Delhi,East_Delhi,2025-03-19,192,152,34,1,78,1,14,43,76,2,2.75,0.46,14850,0.64,13,0.74,0.4,18.08,87.0,155.0,201.0,19.14,19.76,21.16,5.0,9.0,1.0,155.57142857142858,202.0,26.86,109.0,18.22,194.0,24.9,0
Delhi,East_Delhi,2025-03-20,202,299,56,-1,78,2,12,54,40,11,4.84,0.63,10430,0.9,17,0.73,0.66,26.86,192.0,87.0,155.0,18.08,19.14,19.76,2.0,5.0,9.0,159.28571428571428,212.0,19.54,114.0,20.48,96.0,20.02,0
Delhi,East_Delhi,2025-03-21,212,199,48,-1,43,6,1,43,73,1,3.18,0.11,9481,0.9,8,0.41,0.34,19.54,202.0,192.0,87.0,26.86,18.08,19.14,11.0,2.0,5.0,167.14285714285714,109.0,18.22,183.0,26.92,148.0,20.5,0
Delhi,East_Delhi,2025-03-22,109,240,31,-1,83,4,3,62,47,5,2.76,0.34,9681,0.72,17,0.77,0.52,18.22,212.0,202.0,192.0,19.54,26.86,18.08,1.0,11.0,2.0,165.42857142857142,114.0,20.48,198.0,23.38,100.0,19.42,0
Delhi,East_Delhi,2025-03-23,114,277,64,0,45,3,3,48,36,9,3.23,0.59,8417,0.71,12,0.62,0.33,20.48,109.0,212.0,202.0,18.22,19.54,26.86,5.0,1.0,11.0,153.0,183.0,26.92,194.0,24.9,189.0,21.56,0
Delhi,East_Delhi,2025-03-24,183,293,51,1,50,3,19,44,40,11,2.85,0.4,13202,0.51,6,0.59,0.76,26.92,114.0,109.0,212.0,20.48,18.22,19.54,9.0,5.0,1.0,157.0,198.0,23.38,96.0,20.02,173.0,20.68,0
Delhi,East_Delhi,2025-03-25,198,184,34,0,43,1,11,44,67,8,4.09,0.22,10448,0.36,24,0.71,0.81,23.38,183.0,114.0,109.0,26.92,20.48,18.22,11.0,9.0,5.0,172.85714285714286,194.0,24.9,148.0,20.5,145.0,19.72,0
Delhi,East_Delhi,2025-03-26,194,281,32,-1,71,1,7,42,79,6,3.73,0.54,8307,0.32,11,0.8,0.82,24.9,198.0,183.0,114.0,23.38,26.92,20.48,8.0,11.0,9.0,173.14285714285714,96.0,20.02,100.0,19.42,201.0,24.9,0
Delhi,East_Delhi,2025-03-27,96,296,66,1,76,7,17,45,51,5,1.88,0.53,8303,0.77,21,0.43,0.63,20.02,194.0,198.0,183.0,24.9,23.38,26.92,6.0,8.0,11.0,158.0,148.0,20.5,189.0,21.56,96.0,18.94,0
Delhi,East_Delhi,2025-03-28,148,159,49,-1,81,2,15,67,43,5,3.89,0.68,15057,0.68,20,0.49,0.87,20.5,96.0,194.0,198.0,20.02,24.9,23.38,5.0,6.0,8.0,148.85714285714286,100.0,19.42,173.0,20.68,109.0,19.54,0
Delhi,East_Delhi,2025-03-29,100,153,37,1,47,6,17,51,51,8,1.54,0.33,12347,0.7,11,0.39,0.81,19.42,148.0,96.0,194.0,20.5,20.02,24.9,5.0,5.0,6.0,147.57142857142858,189.0,21.56,145.0,19.72,168.0,20.16,0
Delhi,East_Delhi,2025-03-30,189,271,62,-1,83,4,4,52,68,5,2.69,0.52,10337,0.67,28,0.67,0.41,21.56,100.0,148.0,96.0,19.42,20.5,20.02,8.0,5.0,5.0,158.28571428571428,173.0,20.68,201.0,24.9,139.0,23.16,0
Delhi,East_Delhi,2025-03-31,173,157,64,-1,53,3,13,40,49,2,2.43,0.36,8488,0.49,11,0.31,0.83,20.68,189.0,100.0,148.0,21.56,19.42,20.5,5.0,8.0,5.0,156.85714285714286,145.0,19.72,96.0,18.94,161.0,24.16,0
Delhi,East_Delhi,2025-04-01,145,192,57,1,53,3,6,49,66,2,4.14,0.78,14218,0.3,6,0.79,0.73,19.72,173.0,189.0,100.0,20.68,21.56,19.42,2.0,5.0,8.0,149.28571428571428,201.0,24.9,109.0,19.54,110.0,22.94,0
Delhi,East_Delhi,2025-04-02,201,238,54,0,47,4,13,59,37,10,4.5,0.13,13206,0.5,28,0.62,0.69,24.9,145.0,173.0,189.0,19.72,20.68,21.56,2.0,2.0,5.0,150.28571428571428,96.0,18.94,168.0,20.16,96.0,17.62,0
Delhi,East_Delhi,2025-04-03,96,256,45,1,57,3,16,59,68,8,4.46,0.11,8430,0.86,19,0.75,0.44,18.94,201.0,145.0,173.0,24.9,19.72,20.68,10.0,2.0,2.0,150.28571428571428,109.0,19.54,139.0,23.16,125.0,16.44,0
Delhi,East_Delhi,2025-04-04,109,287,64,0,51,2,1,55,58,3,3.12,0.37,9509,0.33,25,0.56,0.66,19.54,96.0,201.0,145.0,18.94,24.9,19.72,8.0,10.0,2.0,144.71428571428572,168.0,20.16,161.0,24.16,93.0,21.98,0
Delhi,East_Delhi,2025-04-05,168,159,55,-1,62,7,12,60,60,8,2.31,0.74,11825,0.88,14,0.4,0.42,20.16,109.0,96.0,201.0,19.54,18.94,24.9,3.0,8.0,10.0,154.42857142857142,139.0,23.16,110.0,22.94,101.0,16.24,0
Delhi,East_Delhi,2025-04-06,139,183,54,-1,58,7,12,41,56,11,2.38,0.62,9287,0.35,16,0.77,0.85,23.16,168.0,109.0,96.0,20.16,19.54,18.94,8.0,3.0,8.0,147.28571428571428,161.0,24.16,96.0,17.62,101.0,18.3,0
Delhi,East_Delhi,2025-04-07,161,256,32,-1,79,1,2,55,79,9,4.75,0.66,13202,0.39,20,0.42,0.86,24.16,139.0,168.0,109.0,23.16,20.16,19.54,11.0,8.0,3.0,145.57142857142858,110.0,22.94,125.0,16.44,163.0,19.94,0
Delhi,East_Delhi,2025-04-08,110,263,38,0,67,5,6,45,78,10,3.93,0.43,13782,0.43,10,0.67,0.82,22.94,161.0,139.0,168.0,24.16,23.16,20.16,9.0,11.0,8.0,140.57142857142858,96.0,17.62,93.0,21.98,182.0,17.16,0
Delhi,East_Delhi,2025-04-09,96,153,33,1,63,1,2,69,52,7,2.53,0.7,15935,0.86,13,0.66,0.63,17.62,110.0,161.0,139.0,22.94,24.16,23.16,10.0,9.0,11.0,125.57142857142857,125.0,16.44,101.0,16.24,214.0,26.06,0
Delhi,East_Delhi,2025-04-10,125,175,63,-1,41,2,5,44,50,1,3.55,0.51,10288,0.48,9,0.7,0.44,16.44,96.0,110.0,161.0,17.62,22.94,24.16,7.0,10.0,9.0,129.71428571428572,93.0,21.98,101.0,18.3,109.0,17.14,0
Delhi,East_Delhi,2025-04-11,93,292,34,0,59,4,17,65,72,8,4.56,0.46,13402,0.89,14,0.76,0.85,21.98,125.0,96.0,110.0,16.44,17.62,22.94,1.0,7.0,10.0,127.42857142857143,101.0,16.24,163.0,19.94,217.0,23.14,0
Delhi,East_Delhi,2025-04-12,101,209,44,-1,64,7,17,63,63,1,1.5,0.22,12777,0.61,17,0.49,0.57,16.24,93.0,125.0,96.0,21.98,16.44,17.62,8.0,1.0,7.0,117.85714285714286,101.0,18.3,182.0,17.16,118.0,20.06,0
Delhi,East_Delhi,2025-04-13,101,223,61,-1,53,5,19,41,57,3,4.87,0.61,11179,0.55,22,0.36,0.71,18.3,101.0,93.0,125.0,16.24,21.98,16.44,1.0,8.0,1.0,112.42857142857143,163.0,19.94,214.0,26.06,134.0,21.32,0
Delhi,East_Delhi,2025-04-14,163,272,34,-1,42,2,6,53,51,5,2.36,0.26,15474,0.38,20,0.74,0.35,19.94,101.0,101.0,93.0,18.3,16.24,21.98,3.0,1.0,8.0,112.71428571428571,182.0,17.16,109.0,17.14,132.0,22.8,0
Delhi,East_Delhi,2025-04-15,182,177,34,-1,43,5,8,72,47,0,1.82,0.63,15730,0.65,5,0.63,0.31,17.16,163.0,101.0,101.0,19.94,18.3,16.24,5.0,3.0,1.0,123.0,214.0,26.06,217.0,23.14,216.0,19.32,0
Delhi,East_Delhi,2025-04-16,214,225,30,1,42,3,12,56,36,10,4.2,0.25,15669,0.67,13,0.55,0.82,26.06,182.0,163.0,101.0,17.16,19.94,18.3,0.0,5.0,3.0,139.85714285714286,109.0,17.14,118.0,20.06,142.0,21.06,0
Delhi,East_Delhi,2025-04-17,109,213,41,0,72,4,19,51,60,1,3.56,0.25,11309,0.57,24,0.71,0.71,17.14,214.0,182.0,163.0,26.06,17.16,19.94,10.0,0.0,5.0,137.57142857142858,217.0,23.14,134.0,21.32,199.0,21.92,0
Delhi,East_Delhi,2025-04-18,217,256,35,-1,43,5,1,42,37,1,4.89,0.23,8995,0.8,8,0.38,0.76,23.14,109.0,214.0,182.0,17.14,26.06,17.16,1.0,10.0,0.0,155.28571428571428,118.0,20.06,132.0,22.8,177.0,23.2,0
Delhi,East_Delhi,2025-04-19,118,293,56,0,72,7,6,46,56,7,3.16,0.27,15817,0.47,9,0.32,0.32,20.06,217.0,109.0,214.0,23.14,17.14,26.06,1.0,1.0,10.0,157.71428571428572,134.0,21.32,216.0,19.32,115.0,23.56,0
Delhi,East_Delhi,2025-04-20,134,298,37,1,42,1,17,58,36,9,4.98,0.43,11422,0.33,23,0.34,0.43,21.32,118.0,217.0,109.0,20.06,23.14,17.14,7.0,1.0,1.0,162.42857142857142,132.0,22.8,142.0,21.06,152.0,21.6,0
Delhi,East_Delhi,2025-04-21,132,165,50,0,79,7,16,64,67,11,4.09,0.21,14414,0.76,7,0.62,0.85,22.8,134.0,118.0,217.0,21.32,20.06,23.14,9.0,7.0,1.0,158.0,216.0,19.32,199.0,21.92,120.0,20.12,0
Delhi,East_Delhi,2025-04-22,216,162,32,1,72,2,0,66,79,4,4.7,0.53,15959,0.88,18,0.37,0.32,19.32,132.0,134.0,118.0,22.8,21.32,20.06,11.0,9.0,7.0,162.85714285714286,142.0,21.06,177.0,23.2,140.0,21.1,0
Delhi,East_Delhi,2025-04-23,142,194,35,1,50,2,19,60,37,8,3.5,0.42,13670,0.32,6,0.49,0.64,21.06,216.0,132.0,134.0,19.32,22.8,21.32,4.0,11.0,9.0,152.57142857142858,199.0,21.92,115.0,23.56,198.0,23.4,0
Delhi,East_Delhi,2025-04-24,199,251,44,1,65,2,6,46,59,2,2.8,0.1,15414,0.9,19,0.55,0.67,21.92,142.0,216.0,132.0,21.06,19.32,22.8,8.0,4.0,11.0,165.42857142857142,177.0,23.2,152.0,21.6,99.0,19.98,0
Delhi,East_Delhi,2025-04-25,177,288,66,-1,54,2,0,43,74,1,1.88,0.52,14120,0.89,10,0.71,0.84,23.2,199.0,142.0,216.0,21.92,21.06,19.32,2.0,8.0,4.0,159.71428571428572,115.0,23.56,120.0,20.12,205.0,23.98,0
Delhi,East_Delhi,2025-04-26,115,278,43,0,44,5,13,47,76,11,1.65,0.48,9857,0.53,18,0.59,0.81,23.56,177.0,199.0,142.0,23.2,21.92,21.06,1.0,2.0,8.0,159.28571428571428,152.0,21.6,140.0,21.1,193.0,23.64,0
Delhi,East_Delhi,2025-04-27,152,278,33,0,64,4,0,68,67,7,4.93,0.68,14040,0.51,11,0.64,0.49,21.6,115.0,177.0,199.0,23.56,23.2,21.92,11.0,1.0,2.0,161.85714285714286,120.0,20.12,198.0,23.4,98.0,19.3,0
Delhi,East_Delhi,2025-04-28,120,205,42,1,79,4,2,71,33,11,1.99,0.67,15938,0.83,6,0.6,0.37,20.12,152.0,115.0,177.0,21.6,23.56,23.2,7.0,11.0,1.0,160.14285714285714,140.0,21.1,99.0,19.98,144.0,19.5,0
Delhi,East_Delhi,2025-04-29,140,162,43,1,62,7,15,44,58,7,3.58,0.29,12124,0.46,17,0.69,0.88,21.1,120.0,152.0,115.0,20.12,21.6,23.56,11.0,7.0,11.0,149.28571428571428,198.0,23.4,205.0,23.98,92.0,19.42,0
Delhi,East_Delhi,2025-04-30,198,227,37,1,82,7,11,64,60,11,3.26,0.35,9840,0.77,21,0.41,0.44,23.4,140.0,120.0,152.0,21.1,20.12,21.6,7.0,11.0,7.0,157.28571428571428,99.0,19.98,193.0,23.64,146.0,19.1,0
Delhi,East_Delhi,2025-05-01,99,228,58,-1,61,5,13,44,46,5,3.65,0.37,13571,0.83,11,0.69,0.79,19.98,198.0,140.0,120.0,23.4,21.1,20.12,11.0,7.0,11.0,143.0,205.0,23.98,98.0,19.3,94.0,17.88,0
Delhi,East_Delhi,2025-05-02,205,217,46,-1,75,3,4,73,71,7,4.11,0.62,13986,0.85,6,0.6,0.66,23.98,99.0,198.0,140.0,19.98,23.4,21.1,5.0,11.0,7.0,147.0,193.0,23.64,144.0,19.5,114.0,19.56,0
Delhi,East_Delhi,2025-05-03,193,246,54,-1,84,7,17,75,77,7,4.33,0.24,10753,0.76,6,0.73,0.56,23.64,205.0,99.0,198.0,23.98,19.98,23.4,7.0,5.0,11.0,158.14285714285714,98.0,19.3,92.0,19.42,162.0,19.84,0
Delhi,East_Delhi,2025-05-04,98,256,47,1,63,6,12,67,51,3,2.28,0.56,15245,0.53,5,0.65,0.72,19.3,193.0,205.0,99.0,23.64,23.98,19.98,7.0,7.0,5.0,150.42857142857142,144.0,19.5,146.0,19.1,146.0,19.04,0
Delhi,East_Delhi,2025-05-05,144,205,55,-1,67,4,2,65,48,4,4.37,0.76,13539,0.78,6,0.68,0.53,19.5,98.0,193.0,205.0,19.3,23.64,23.98,3.0,7.0,7.0,153.85714285714286,92.0,19.42,94.0,17.88,124.0,19.84,0
Delhi,East_Delhi,2025-05-06,92,201,32,-1,57,6,13,69,57,8,1.68,0.73,12973,0.89,20,0.59,0.78,19.42,144.0,98.0,193.0,19.5,19.3,23.64,4.0,3.0,7.0,147.0,146.0,19.1,114.0,19.56,177.0,22.22,0
Delhi,East_Delhi,2025-05-07,146,263,68,-1,80,7,1,41,63,3,2.52,0.65,10792,0.47,24,0.74,0.4,19.1,92.0,144.0,98.0,19.42,19.5,19.3,8.0,4.0,3.0,139.57142857142858,94.0,17.88,162.0,19.84,144.0,17.88,0
Delhi,East_Delhi,2025-05-08,94,277,32,1,76,1,9,52,54,0,3.78,0.75,10031,0.44,17,0.57,0.77,17.88,146.0,92.0,144.0,19.1,19.42,19.5,3.0,8.0,4.0,138.85714285714286,114.0,19.56,146.0,19.04,199.0,19.76,0
Delhi,East_Delhi,2025-05-09,114,283,54,1,54,3,7,72,42,3,2.7,0.17,8281,0.38,24,0.43,0.67,19.56,94.0,146.0,92.0,17.88,19.1,19.42,0.0,3.0,8.0,125.85714285714286,162.0,19.84,124.0,19.84,103.0,19.38,0
Delhi,East_Delhi,2025-05-10,162,202,52,1,56,3,16,68,43,2,3.72,0.19,9066,0.57,15,0.44,0.68,19.84,114.0,94.0,146.0,19.56,17.88,19.1,3.0,0.0,3.0,121.42857142857143,146.0,19.04,177.0,22.22,194.0,22.1,0
Delhi,East_Delhi,2025-05-11,146,211,67,1,58,7,17,79,49,1,4.36,0.52,8565,0.69,27,0.59,0.72,19.04,162.0,114.0,94.0,19.84,19.56,17.88,2.0,3.0,0.0,128.28571428571428,124.0,19.84,144.0,17.88,101.0,17.88,0
Delhi,East_Delhi,2025-05-12,124,229,57,0,50,1,6,58,38,8,3.49,0.16,8246,0.33,26,0.69,0.5,19.84,146.0,162.0,114.0,19.04,19.84,19.56,1.0,2.0,3.0,125.42857142857143,177.0,22.22,199.0,19.76,106.0,21.72,0
Delhi,East_Delhi,2025-05-13,177,231,59,1,51,6,10,65,38,3,4.82,0.47,14477,0.34,18,0.48,0.81,22.22,124.0,146.0,162.0,19.84,19.04,19.84,8.0,1.0,2.0,137.57142857142858,144.0,17.88,103.0,19.38,210.0,22.84,0
Delhi,East_Delhi,2025-05-14,144,188,31,-1,73,6,9,64,63,0,2.06,0.64,8314,0.49,10,0.79,0.69,17.88,177.0,124.0,146.0,22.22,19.84,19.04,3.0,8.0,1.0,137.28571428571428,199.0,19.76,194.0,22.1,203.0,23.84,0
Delhi,East_Delhi,2025-05-15,199,218,52,0,62,7,7,66,33,0,3.53,0.42,15700,0.6,27,0.58,0.58,19.76,144.0,177.0,124.0,17.88,22.22,19.84,0.0,3.0,8.0,152.28571428571428,103.0,19.38,101.0,17.88,192.0,23.78,0
Delhi,East_Delhi,2025-05-16,103,237,35,1,65,4,2,61,68,5,4.93,0.23,14544,0.71,23,0.38,0.79,19.38,199.0,144.0,177.0,19.76,17.88,22.22,0.0,0.0,3.0,150.71428571428572,194.0,22.1,106.0,21.72,160.0,21.12,0
Delhi,East_Delhi,2025-05-17,194,183,47,1,60,3,0,78,47,8,3.9,0.22,13384,0.68,25,0.65,0.59,22.1,103.0,199.0,144.0,19.38,19.76,17.88,5.0,0.0,0.0,155.28571428571428,101.0,17.88,210.0,22.84,156.0,19.92,0
Delhi,East_Delhi,2025-05-18,101,186,60,0,64,7,12,64,71,6,4.88,0.7,12823,0.49,15,0.69,0.52,17.88,194.0,103.0,199.0,22.1,19.38,19.76,8.0,5.0,0.0,148.85714285714286,106.0,21.72,203.0,23.84,87.0,20.86,0
Delhi,East_Delhi,2025-05-19,106,271,40,1,45,4,14,66,58,9,4.93,0.79,11127,0.84,9,0.59,0.67,21.72,101.0,194.0,103.0,17.88,22.1,19.38,6.0,8.0,5.0,146.28571428571428,210.0,22.84,192.0,23.78,207.0,23.08,0
Delhi,East_Delhi,2025-05-20,210,263,32,-1,42,7,9,70,54,1,3.44,0.67,12800,0.89,27,0.67,0.87,22.84,106.0,101.0,194.0,21.72,17.88,22.1,9.0,6.0,8.0,151.0,203.0,23.84,160.0,21.12,98.0,19.8,0
Delhi,East_Delhi,2025-05-21,203,213,65,1,48,2,8,59,53,7,3.26,0.58,8769,0.6,12,0.44,0.64,23.84,210.0,106.0,101.0,22.84,21.72,17.88,1.0,9.0,6.0,159.42857142857142,192.0,23.78,156.0,19.92,93.0,16.2,0
Delhi,East_Delhi,2025-05-22,192,242,38,-1,56,1,7,40,32,7,2.72,0.2,13100,0.34,14,0.63,0.71,23.78,203.0,210.0,106.0,23.84,22.84,21.72,7.0,1.0,9.0,158.42857142857142,160.0,21.12,87.0,20.86,131.0,22.2,0
Delhi,East_Delhi,2025-05-23,160,171,64,0,84,6,12,57,46,10,2.89,0.67,15440,0.39,20,0.37,0.47,21.12,192.0,203.0,210.0,23.78,23.84,22.84,7.0,7.0,1.0,166.57142857142858,156.0,19.92,207.0,23.08,87.0,18.92,0
Delhi,East_Delhi,2025-05-24,156,202,53,-1,41,7,18,46,36,7,4.98,0.18,11291,0.75,26,0.79,0.47,19.92,160.0,192.0,203.0,21.12,23.78,23.84,10.0,7.0,7.0,161.14285714285714,87.0,20.86,98.0,19.8,199.0,21.8,0
Delhi,East_Delhi,2025-05-25,87,274,43,-1,50,4,16,68,70,10,2.77,0.75,15415,0.36,29,0.46,0.7,20.86,156.0,160.0,192.0,19.92,21.12,23.78,7.0,10.0,7.0,159.14285714285714,207.0,23.08,93.0,16.2,199.0,24.58,0
Delhi,East_Delhi,2025-05-26,207,271,69,0,67,1,15,59,34,7,3.65,0.55,12319,0.74,27,0.31,0.38,23.08,87.0,156.0,160.0,20.86,19.92,21.12,10.0,7.0,10.0,173.57142857142858,98.0,19.8,131.0,22.2,100.0,17.94,0
Delhi,East_Delhi,2025-05-27,98,207,51,1,49,5,16,51,63,5,3.23,0.71,15565,0.76,11,0.61,0.86,19.8,207.0,87.0,156.0,23.08,20.86,19.92,7.0,10.0,7.0,157.57142857142858,93.0,16.2,87.0,18.92,135.0,18.02,0
Delhi,East_Delhi,2025-05-28,93,223,57,1,72,2,15,53,34,3,2.1,0.21,14971,0.38,9,0.37,0.34,16.2,98.0,207.0,87.0,19.8,23.08,20.86,5.0,7.0,10.0,141.85714285714286,131.0,22.2,199.0,21.8,101.0,21.62,0
Delhi,East_Delhi,2025-05-29,131,259,61,1,66,7,3,66,41,8,4.61,0.26,12209,0.38,12,0.74,0.64,22.2,93.0,98.0,207.0,16.2,19.8,23.08,3.0,5.0,7.0,133.14285714285714,87.0,18.92,199.0,24.58,203.0,26.68,0
Delhi,East_Delhi,2025-05-30,87,171,64,0,68,7,13,42,66,6,3.59,0.37,13599,0.39,7,0.4,0.77,18.92,131.0,93.0,98.0,22.2,16.2,19.8,8.0,3.0,5.0,122.71428571428571,199.0,21.8,100.0,17.94,166.0,19.02,0
Delhi,East_Delhi,2025-05-31,199,186,67,-1,57,6,18,69,43,5,2.25,0.64,12405,0.83,7,0.5,0.51,21.8,87.0,131.0,93.0,18.92,22.2,16.2,6.0,8.0,3.0,128.85714285714286,199.0,24.58,135.0,18.02,124.0,21.1,0
Delhi,East_Delhi,2025-06-01,199,289,67,-1,42,4,8,76,44,2,3.03,0.38,13991,0.65,7,0.38,0.83,24.58,199.0,87.0,131.0,21.8,18.92,22.2,5.0,6.0,8.0,144.85714285714286,100.0,17.94,101.0,21.62,170.0,19.44,0
Delhi,East_Delhi,2025-06-02,100,160,51,1,48,1,19,55,45,9,2.4,0.12,15336,0.47,10,0.46,0.42,17.94,199.0,199.0,87.0,24.58,21.8,18.92,2.0,5.0,6.0,129.57142857142858,135.0,18.02,203.0,26.68,163.0,19.06,0
Delhi,East_Delhi,2025-06-03,135,156,69,-1,56,4,3,70,61,6,1.88,0.53,8404,0.88,8,0.48,0.34,18.02,100.0,199.0,199.0,17.94,24.58,21.8,9.0,2.0,5.0,134.85714285714286,101.0,21.62,166.0,19.02,138.0,21.3,0
Delhi,East_Delhi,2025-06-04,101,292,45,0,74,2,18,75,73,6,1.7,0.68,13245,0.59,12,0.4,0.82,21.62,135.0,100.0,199.0,18.02,17.94,24.58,6.0,9.0,2.0,136.0,203.0,26.68,124.0,21.1,140.0,17.06,0
Delhi,East_Delhi,2025-06-05,203,256,40,0,75,1,2,56,79,10,1.83,0.72,8945,0.4,16,0.53,0.88,26.68,101.0,135.0,100.0,21.62,18.02,17.94,6.0,6.0,9.0,146.28571428571428,166.0,19.02,170.0,19.44,123.0,20.38,0
Delhi,East_Delhi,2025-06-06,166,157,47,0,71,6,5,62,70,3,3.96,0.57,8101,0.87,23,0.67,0.67,19.02,203.0,101.0,135.0,26.68,21.62,18.02,10.0,6.0,6.0,157.57142857142858,124.0,21.1,163.0,19.06,157.0,21.24,0
Delhi,East_Delhi,2025-06-07,124,295,50,1,59,4,11,53,30,4,1.85,0.37,10644,0.5,5,0.78,0.64,21.1,166.0,203.0,101.0,19.02,26.68,21.62,3.0,10.0,6.0,146.85714285714286,170.0,19.44,138.0,21.3,125.0,16.42,0
Delhi,East_Delhi,2025-06-08,170,230,39,-1,67,3,17,45,70,1,2.43,0.79,11082,0.66,29,0.42,0.67,19.44,124.0,166.0,203.0,21.1,19.02,26.68,4.0,3.0,10.0,142.71428571428572,163.0,19.06,140.0,17.06,93.0,22.04,0
Delhi,East_Delhi,2025-06-09,163,248,67,0,65,4,16,43,59,2,2.93,0.21,9269,0.6,24,0.55,0.4,19.06,170.0,124.0,166.0,19.44,21.1,19.02,1.0,4.0,3.0,151.71428571428572,138.0,21.3,123.0,20.38,137.0,21.16,0
Delhi,East_Delhi,2025-06-10,138,239,34,1,74,1,13,52,70,4,1.65,0.1,8997,0.59,14,0.58,0.88,21.3,163.0,170.0,124.0,19.06,19.44,21.1,2.0,1.0,4.0,152.14285714285714,140.0,17.06,157.0,21.24,217.0,22.8,0
