city_id,zone_id,date,pm25,pm10,no2,pollution_trend_3days,humidity,wind_speed,rainfall_last_3_days,water_quality_index,reservoir_level,violations_last_7_days,avg_violation_severity,repeat_offender_rate,population_density,industrial_density,green_cover_percentage,drainage_quality_index,social_vulnerability_index,risk_score
Delhi,South_East_Delhi,2025-04-03,173,264,62,0,74,2,19,48,60,6,3.59,0.37,12437,0.75,18,0.56,0.31,20.98
Delhi,South_West_Delhi,2025-04-03,125,260,66,-1,74,5,2,58,34,11,3.67,0.45,12436,0.4,16,0.32,0.8,24.08
Delhi,Shahdara,2025-04-03,107,193,67,1,71,7,15,65,50,2,2.43,0.21,14814,0.5,9,0.39,0.49,16.86
Delhi,North_Delhi,2025-04-04,95,153,54,0,53,7,11,73,77,9,3.96,0.67,12148,0.9,27,0.51,0.38,16.74
Delhi,South_Delhi,2025-04-04,175,195,47,-1,40,3,9,68,31,4,2.75,0.77,11332,0.52,6,0.32,0.57,20.62
Delhi,East_Delhi,2025-04-04,109,287,64,0,51,2,1,55,58,3,3.12,0.37,9509,0.33,25,0.56,0.66,19.54
Delhi,West_Delhi,2025-04-04,121,290,42,-1,63,1,16,60,71,6,3.32,0.11,12397,0.79,26,0.62,0.81,21.7
Delhi,Central_Delhi,2025-04-04,86,190,64,0,58,3,11,57,67,5,4.16,0.5,9269,0.79,23,0.6,0.65,17.5
Delhi,North_East_Delhi,2025-04-04,114,170,40,0,83,6,10,43,48,1,3.27,0.8,14667,0.73,16,0.52,0.74,16.96
Delhi,North_West_Delhi,2025-04-04,211,219,49,-1,73,7,7,60,31,9,2.08,0.43,13582,0.7,15,0.74,0.62,24.52
Delhi,South_East_Delhi,2025-04-04,123,155,50,1,76,6,2,67,32,2,2.95,0.23,13720,0.72,21,0.61,0.57,16.4
Delhi,South_West_Delhi,2025-04-04,197,230,58,1,62,2,3,64,55,10,3.63,0.21,9471,0.85,6,0.79,0.31,23.26
Delhi,Shahdara,2025-04-04,146,222,60,-1,81,1,12,49,31,6,4.44,0.45,8568,0.42,22,0.44,0.69,21.14
Delhi,North_Delhi,2025-04-05,156,169,55,-1,43,3,5,76,30,1,4.91,0.5,10190,0.6,15,0.61,0.78,19.2
Delhi,South_Delhi,2025-04-05,144,158,43,0,54,6,12,58,63,7,3.32,0.65,10091,0.9,28,0.41,0.76,20.02
Delhi,East_Delhi,2025-04-05,168,159,55,-1,62,7,12,60,60,8,2.31,0.74,11825,0.88,14,0.4,0.42,20.16
Delhi,West_Delhi,2025-04-05,134,156,54,1,74,2,2,56,42,0,1.66,0.19,13328,0.42,17,0.42,0.65,16.78
Delhi,Central_Delhi,2025-04-05,169,151,51,-1,71,7,12,69,32,7,4.62,0.71,15321,0.48,28,0.7,0.7,20.68
Delhi,North_East_Delhi,2025-04-05,133,262,69,1,65,7,5,45,33,4,4.92,0.51,10288,0.8,15,0.38,0.62,20.66
Delhi,North_West_Delhi,2025-04-05,171,244,56,-1,79,7,14,74,44,5,2.55,0.18,15584,0.55,10,0.41,0.69,22.58
Delhi,South_East_Delhi,2025-04-05,157,162,33,-1,70,5,4,78,47,0,1.84,0.3,11153,0.42,9,0.65,0.85,18.92
Delhi,South_West_Delhi,2025-04-05,159,256,32,0,68,6,17,62,63,0,3.14,0.69,11744,0.46,15,0.61,0.48,18.4
Delhi,Shahdara,2025-04-05,167,274,59,0,72,5,8,48,40,2,2.42,0.76,12826,0.54,27,0.67,0.87,22.28
Delhi,North_Delhi,2025-04-06,188,242,39,-1,84,4,7,63,49,11,3.57,0.41,15668,0.38,27,0.68,0.61,24.12
Delhi,South_Delhi,2025-04-06,88,193,51,0,56,2,3,73,43,1,3.6,0.42,9506,0.72,16,0.45,0.66,16.12
Delhi,East_Delhi,2025-04-06,139,183,54,-1,58,7,12,41,56,11,2.38,0.62,9287,0.35,16,0.77,0.85,23.16
Delhi,West_Delhi,2025-04-06,184,221,57,-1,45,2,0,64,67,6,2.96,0.34,14875,0.34,25,0.36,0.74,22.76
Delhi,Central_Delhi,2025-04-06,88,200,66,0,75,1,7,46,68,7,4.97,0.53,12422,0.49,6,0.72,0.38,17.68
Delhi,North_East_Delhi,2025-04-06,185,283,66,-1,40,1,17,56,30,3,4.09,0.4,15445,0.64,27,0.62,0.58,21.98
Delhi,North_West_Delhi,2025-04-06,172,156,41,1,49,6,10,67,56,10,2.68,0.13,15047,0.69,17,0.64,0.51,21.2
Delhi,South_East_Delhi,2025-04-06,177,253,53,-1,50,1,6,45,55,3,3.67,0.69,8970,0.68,15,0.31,0.54,21.04
Delhi,South_West_Delhi,2025-04-06,175,254,65,-1,41,3,4,65,67,3,2.92,0.32,12559,0.72,16,0.64,0.84,22.98
Delhi,Shahdara,2025-04-06,215,179,38,0,79,7,12,67,59,8,2.93,0.28,14072,0.48,25,0.41,0.79,23.88
Delhi,North_Delhi,2025-04-07,211,209,68,-1,48,6,7,74,63,5,2.17,0.46,9295,0.52,21,0.73,0.64,22.98
Delhi,South_Delhi,2025-04-07,153,158,66,1,46,4,14,59,58,1,3.2,0.19,12040,0.34,6,0.79,0.9,20.16
Delhi,East_Delhi,2025-04-07,161,256,32,-1,79,1,2,55,79,9,4.75,0.66,13202,0.39,20,0.42,0.86,24.16
Delhi,West_Delhi,2025-04-07,218,161,31,-1,54,2,17,48,76,11,3.88,0.16,13477,0.32,14,0.54,0.85,25.5
Delhi,Central_Delhi,2025-04-07,112,292,67,0,41,1,9,73,50,7,3.86,0.29,14284,0.35,21,0.59,0.59,21.16
Delhi,North_East_Delhi,2025-04-07,140,299,61,0,40,1,1,45,41,4,4.17,0.47,9638,0.66,25,0.51,0.77,22.02
Delhi,North_West_Delhi,2025-04-07,174,220,68,0,63,7,19,41,72,9,4.27,0.54,9781,0.61,6,0.77,0.51,23.14
Delhi,South_East_Delhi,2025-04-07,82,172,32,0,69,6,6,42,68,11,3.58,0.51,13139,0.86,25,0.78,0.33,16.74
Delhi,South_West_Delhi,2025-04-07,160,160,43,0,77,6,9,61,53,0,3.47,0.12,8629,0.51,26,0.45,0.35,15.52
Delhi,Shahdara,2025-04-07,207,239,56,1,78,3,0,71,45,2,2.01,0.56,11151,0.32,18,0.41,0.76,22.82
Delhi,North_Delhi,2025-04-08,97,228,68,0,74,6,16,55,42,0,4.21,0.19,8181,0.33,15,0.76,0.51,16.26
Delhi,South_Delhi,2025-04-08,202,177,50,1,43,1,14,50,48,8,1.77,0.3,11607,0.45,29,0.36,0.55,21.96
Delhi,East_Delhi,2025-04-08,110,263,38,0,67,5,6,45,78,10,3.93,0.43,13782,0.43,10,0.67,0.82,22.94
Delhi,West_Delhi,2025-04-08,151,244,31,-1,63,3,10,66,57,5,2.49,0.1,8022,0.32,10,0.71,0.52,20.26
Delhi,Central_Delhi,2025-04-08,140,271,49,1,53,7,5,78,37,6,2.27,0.13,11320,0.35,29,0.63,0.31,19.1
Delhi,North_East_Delhi,2025-04-08,205,153,46,-1,76,3,6,75,65,8,3.55,0.34,11080,0.88,18,0.31,0.72,22.98
Delhi,North_West_Delhi,2025-04-08,93,160,35,1,75,4,10,49,62,9,2.77,0.58,13644,0.43,8,0.58,0.43,17.48
Delhi,South_East_Delhi,2025-04-08,91,249,53,1,78,7,3,61,62,0,3.94,0.8,13023,0.81,27,0.36,0.8,17.4
Delhi,South_West_Delhi,2025-04-08,82,191,32,1,54,3,7,54,58,1,4.72,0.34,14992,0.61,6,0.35,0.67,15.92
Delhi,Shahdara,2025-04-08,142,228,54,-1,45,7,14,44,67,0,4.92,0.39,10941,0.3,12,0.56,0.74,19.28
Delhi,North_Delhi,2025-04-09,200,162,41,0,48,5,10,44,49,3,3.19,0.58,11322,0.6,10,0.76,0.88,22.14
Delhi,South_Delhi,2025-04-09,109,189,55,1,68,5,18,73,64,7,3.15,0.61,12311,0.37,28,0.58,0.48,17.8
Delhi,East_Delhi,2025-04-09,96,153,33,1,63,1,2,69,52,7,2.53,0.7,15935,0.86,13,0.66,0.63,17.62
Delhi,West_Delhi,2025-04-09,199,184,66,-1,72,6,10,70,41,6,3.28,0.56,13530,0.32,20,0.43,0.83,23.54
Delhi,Central_Delhi,2025-04-09,115,165,43,1,66,5,5,63,71,7,3.17,0.59,11050,0.74,23,0.66,0.78,19.32
Delhi,North_East_Delhi,2025-04-09,177,195,32,1,43,1,12,78,76,2,3.28,0.43,9344,0.64,23,0.75,0.63,19.28
Delhi,North_West_Delhi,2025-04-09,123,236,69,-1,65,4,5,62,78,3,3.99,0.23,12662,0.39,12,0.72,0.88,21.02
Delhi,South_East_Delhi,2025-04-09,151,202,69,0,73,2,10,67,64,8,4.62,0.63,15422,0.87,19,0.48,0.7,22.1
Delhi,South_West_Delhi,2025-04-09,104,161,57,-1,47,4,5,62,76,2,3.24,0.57,10289,0.52,25,0.55,0.32,14.24
Delhi,Shahdara,2025-04-09,97,262,43,0,73,6,19,54,65,3,2.23,0.67,13369,0.72,9,0.35,0.44,17.46
Delhi,North_Delhi,2025-04-10,97,265,39,-1,72,3,3,56,38,2,3.28,0.3,9528,0.59,23,0.35,0.81,18.7
Delhi,South_Delhi,2025-04-10,83,198,34,1,46,6,2,43,40,8,3.79,0.58,12233,0.48,28,0.49,0.74,18.48
Delhi,East_Delhi,2025-04-10,125,175,63,-1,41,2,5,44,50,1,3.55,0.51,10288,0.48,9,0.7,0.44,16.44
Delhi,West_Delhi,2025-04-10,127,278,40,-1,71,4,19,47,30,10,3.92,0.7,15150,0.34,27,0.64,0.76,22.92
Delhi,Central_Delhi,2025-04-10,167,184,44,-1,75,6,10,53,77,9,1.69,0.14,12082,0.41,12,0.5,0.43,20.94
Delhi,North_East_Delhi,2025-04-10,165,192,54,1,56,1,5,58,61,0,1.93,0.63,8267,0.55,24,0.74,0.42,17.08
Delhi,North_West_Delhi,2025-04-10,217,156,53,1,66,4,0,63,58,10,1.7,0.27,13374,0.55,24,0.74,0.49,22.84
Delhi,South_East_Delhi,2025-04-10,205,198,55,-1,63,1,15,60,57,5,2.1,0.65,15202,0.86,20,0.66,0.56,21.82
Delhi,South_West_Delhi,2025-04-10,171,181,40,0,80,1,11,53,63,2,2.5,0.75,10616,0.67,29,0.6,0.86,20.06
Delhi,Shahdara,2025-04-10,136,273,66,0,53,3,10,66,63,8,2.82,0.25,14696,0.49,15,0.69,0.88,24.1
Delhi,North_Delhi,2025-04-11,156,273,31,-1,71,4,17,50,52,10,2.9,0.51,12220,0.65,10,0.38,0.61,23.58
Delhi,South_Delhi,2025-04-11,200,275,60,0,79,3,14,40,72,10,1.54,0.58,14227,0.69,28,0.79,0.54,24.82
Delhi,East_Delhi,2025-04-11,93,292,34,0,59,4,17,65,72,8,4.56,0.46,13402,0.89,14,0.76,0.85,21.98
Delhi,West_Delhi,2025-04-11,126,190,32,1,50,5,10,78,68,6,4.6,0.67,12047,0.61,23,0.34,0.42,17.48
Delhi,Central_Delhi,2025-04-11,87,286,65,1,76,7,16,70,31,8,3.38,0.77,9459,0.55,7,0.53,0.59,20.96
Delhi,North_East_Delhi,2025-04-11,159,230,33,1,57,6,17,55,60,9,3.27,0.5,12597,0.44,17,0.63,0.59,22.08
Delhi,North_West_Delhi,2025-04-11,151,191,32,-1,55,4,9,42,75,1,4.99,0.59,14107,0.77,19,0.38,0.62,17.86
Delhi,South_East_Delhi,2025-04-11,203,245,45,-1,69,6,9,77,57,4,3.4,0.54,11258,0.86,13,0.74,0.34,21.04
Delhi,South_West_Delhi,2025-04-11,152,156,31,-1,44,6,3,65,44,2,2.15,0.12,8186,0.59,23,0.47,0.63,17.48
Delhi,Shahdara,2025-04-11,125,205,30,0,40,6,17,54,33,9,2.52,0.7,11030,0.47,7,0.7,0.85,22.12
Delhi,North_Delhi,2025-04-12,214,267,38,1,43,7,12,57,68,1,3.32,0.59,11226,0.49,12,0.79,0.81,23.44
Delhi,South_Delhi,2025-04-12,127,188,59,0,79,4,4,68,57,9,4.85,0.14,15412,0.77,7,0.68,0.84,22.38
Delhi,East_Delhi,2025-04-12,101,209,44,-1,64,7,17,63,63,1,1.5,0.22,12777,0.61,17,0.49,0.57,16.24
Delhi,West_Delhi,2025-04-12,198,152,46,0,78,2,0,57,70,9,4.66,0.31,10074,0.73,19,0.41,0.34,20.76
Delhi,Central_Delhi,2025-04-12,202,180,69,-1,45,3,7,59,45,6,4.54,0.56,8899,0.58,15,0.65,0.58,22.34
Delhi,North_East_Delhi,2025-04-12,202,269,37,1,69,2,17,61,36,0,2.96,0.36,13731,0.74,11,0.36,0.43,20.34
Delhi,North_West_Delhi,2025-04-12,91,170,38,1,54,2,18,41,41,9,4.24,0.51,10187,0.48,5,0.34,0.71,19.46
Delhi,South_East_Delhi,2025-04-12,100,261,30,0,48,1,11,72,66,0,1.71,0.72,15311,0.9,18,0.43,0.6,16.7
Delhi,South_West_Delhi,2025-04-12,147,231,47,1,74,2,12,46,61,4,3.69,0.47,8065,0.54,24,0.66,0.77,20.7
Delhi,Shahdara,2025-04-12,180,171,57,1,55,6,4,41,44,2,2.23,0.12,15050,0.59,27,0.59,0.31,17.34
Delhi,North_Delhi,2025-04-13,146,289,39,1,81,3,14,69,71,10,2.36,0.53,15775,0.35,29,0.79,0.66,23.2
Delhi,South_Delhi,2025-04-13,168,276,56,0,77,5,1,60,40,5,2.32,0.55,15267,0.58,22,0.73,0.71,22.74
Delhi,East_Delhi,2025-04-13,101,223,61,-1,53,5,19,41,57,3,4.87,0.61,11179,0.55,22,0.36,0.71,18.3
Delhi,West_Delhi,2025-04-13,86,206,65,1,68,5,19,73,45,3,4.64,0.52,8481,0.53,13,0.51,0.48,16.42
Delhi,Central_Delhi,2025-04-13,154,256,31,0,47,5,5,58,45,8,4.9,0.34,14933,0.47,29,0.38,0.73,22.32
Delhi,North_East_Delhi,2025-04-13,173,179,50,1,82,1,14,74,50,0,4.92,0.48,11834,0.89,5,0.79,0.32,17.22
Delhi,North_West_Delhi,2025-04-13,173,261,60,-1,65,1,1,50,43,7,3.36,0.73,12828,0.82,25,0.76,0.79,23.88
Delhi,South_East_Delhi,2025-04-13,81,173,61,-1,48,2,5,68,37,4,4.71,0.73,12769,0.81,22,0.55,0.44,15.28
Delhi,South_West_Delhi,2025-04-13,213,254,31,1,49,1,6,44,58,6,4.91,0.62,9254,0.61,12,0.44,0.66,24.1
Delhi,Shahdara,2025-04-13,113,271,41,-1,43,7,16,49,61,5,4.93,0.13,13163,0.4,6,0.47,0.63,20.3
Delhi,North_Delhi,2025-04-14,96,263,66,0,66,3,3,77,59,4,2.23,0.15,15967,0.69,17,0.44,0.61,19
Delhi,South_Delhi,2025-04-14,88,237,48,1,75,2,12,62,41,10,4.46,0.58,15465,0.83,7,0.64,0.5,19.94
Delhi,East_Delhi,2025-04-14,163,272,34,-1,42,2,6,53,51,5,2.36,0.26,15474,0.38,20,0.74,0.35,19.94
Delhi,West_Delhi,2025-04-14,147,277,36,-1,64,6,9,74,35,4,3.34,0.38,8589,0.45,28,0.42,0.9,22.02
Delhi,Central_Delhi,2025-04-14,182,187,65,-1,83,7,3,76,63,5,2.82,0.15,13016,0.48,6,0.77,0.33,20.06
Delhi,North_East_Delhi,2025-04-14,95,293,37,1,65,3,1,57,74,5,2.75,0.77,9571,0.42,8,0.5,0.36,18.24
Delhi,North_West_Delhi,2025-04-14,194,171,50,1,70,1,3,42,45,4,1.85,0.52,10134,0.57,17,0.47,0.37,19.32
Delhi,South_East_Delhi,2025-04-14,168,292,34,1,45,3,15,79,55,8,3.63,0.65,10544,0.41,24,0.36,0.7,23.68
Delhi,South_West_Delhi,2025-04-14,123,291,37,0,47,3,19,50,64,1,3.8,0.21,9674,0.7,25,0.31,0.86,20.04
Delhi,Shahdara,2025-04-14,191,169,36,0,60,4,18,44,56,11,4.33,0.5,12685,0.7,15,0.63,0.61,23.2
Delhi,North_Delhi,2025-04-15,114,150,55,0,78,4,6,73,72,5,2.4,0.4,9730,0.68,19,0.62,0.87,19.12
Delhi,South_Delhi,2025-04-15,190,235,67,1,84,1,1,62,70,4,3.72,0.73,10700,0.76,9,0.4,0.39,21.22
Delhi,East_Delhi,2025-04-15,182,177,34,-1,43,5,8,72,47,0,1.82,0.63,15730,0.65,5,0.63,0.31,17.16
Delhi,West_Delhi,2025-04-15,216,253,47,-1,74,3,9,49,60,8,3.57,0.25,8607,0.53,28,0.7,0.32,22.64
Delhi,Central_Delhi,2025-04-15,85,246,50,1,73,1,16,60,38,0,2.5,0.7,9192,0.64,11,0.77,0.3,14.68
Delhi,North_East_Delhi,2025-04-15,107,217,68,0,66,4,19,61,47,8,4.61,0.46,15685,0.89,6,0.72,0.85,22.04
Delhi,North_West_Delhi,2025-04-15,121,287,36,-1,79,7,6,73,70,11,4.78,0.66,12114,0.66,21,0.69,0.67,22.88
Delhi,South_East_Delhi,2025-04-15,127,224,45,0,47,1,4,43,76,11,2.75,0.74,12935,0.48,19,0.33,0.32,20.02
Delhi,South_West_Delhi,2025-04-15,192,209,57,0,43,2,5,55,36,8,4,0.8,8909,0.32,14,0.34,0.67,23.66
Delhi,Shahdara,2025-04-15,171,171,57,-1,71,1,9,40,50,6,1.88,0.28,8434,0.79,20,0.59,0.51,20.06
Delhi,North_Delhi,2025-04-16,117,259,45,1,68,4,14,60,63,5,3,0.53,13667,0.74,9,0.54,0.49,19.34
Delhi,South_Delhi,2025-04-16,202,226,44,-1,65,2,7,61,63,9,3.49,0.47,13423,0.73,24,0.37,0.31,21.98
Delhi,East_Delhi,2025-04-16,214,225,30,1,42,3,12,56,36,10,4.2,0.25,15669,0.67,13,0.55,0.82,26.06
Delhi,West_Delhi,2025-04-16,109,155,39,0,58,4,16,76,55,7,4.79,0.74,9645,0.77,26,0.46,0.45,16.7
Delhi,Central_Delhi,2025-04-16,181,246,50,0,61,3,5,49,58,11,3.49,0.32,12211,0.46,29,0.37,0.67,24.42
Delhi,North_East_Delhi,2025-04-16,161,297,38,1,58,3,18,79,62,5,2.08,0.3,11744,0.36,26,0.37,0.82,23.02
Delhi,North_West_Delhi,2025-04-16,180,232,56,0,58,7,16,51,44,6,3.18,0.78,12803,0.81,16,0.73,0.54,21.96
Delhi,South_East_Delhi,2025-04-16,151,258,49,-1,50,5,2,43,74,4,1.59,0.63,9868,0.67,29,0.52,0.61,20.28
Delhi,South_West_Delhi,2025-04-16,94,173,67,-1,42,7,2,72,73,10,2.68,0.72,11664,0.35,27,0.4,0.72,19.8
Delhi,Shahdara,2025-04-16,202,153,58,0,80,5,18,44,65,0,3.23,0.58,14961,0.44,6,0.78,0.55,19.36
Delhi,North_Delhi,2025-04-17,169,160,51,-1,64,4,1,67,61,0,4.13,0.67,11269,0.34,20,0.77,0.8,18.98
Delhi,South_Delhi,2025-04-17,194,203,30,0,57,6,6,59,64,5,2.96,0.34,15604,0.82,17,0.7,0.61,21.4
Delhi,East_Delhi,2025-04-17,109,213,41,0,72,4,19,51,60,1,3.56,0.25,11309,0.57,24,0.71,0.71,17.14
Delhi,West_Delhi,2025-04-17,98,274,68,1,68,1,16,46,60,2,3.73,0.77,12659,0.55,10,0.4,0.59,18.7
Delhi,Central_Delhi,2025-04-17,161,238,42,0,53,1,19,51,53,10,3.41,0.41,8878,0.52,5,0.48,0.37,22.06
Delhi,North_East_Delhi,2025-04-17,187,202,39,1,48,5,9,43,43,4,2.92,0.75,14827,0.76,28,0.31,0.54,20.02
Delhi,North_West_Delhi,2025-04-17,209,269,65,-1,75,2,12,70,46,0,2.19,0.54,14167,0.9,9,0.77,0.9,24.08
Delhi,South_East_Delhi,2025-04-17,143,199,39,1,79,5,11,59,40,0,1.62,0.43,10682,0.85,5,0.47,0.62,18
Delhi,South_West_Delhi,2025-04-17,118,293,40,0,54,1,8,58,68,5,4.43,0.4,14108,0.63,16,0.32,0.69,20.88
Delhi,Shahdara,2025-04-17,131,245,64,0,59,3,9,79,71,6,1.56,0.72,12541,0.39,19,0.71,0.66,21.02
Delhi,North_Delhi,2025-04-18,194,242,32,1,80,1,0,63,56,4,2.36,0.61,8001,0.54,19,0.74,0.88,23.36
Delhi,South_Delhi,2025-04-18,184,296,58,1,75,3,10,41,57,11,2.58,0.52,9320,0.57,26,0.47,0.88,27.08
Delhi,East_Delhi,2025-04-18,217,256,35,-1,43,5,1,42,37,1,4.89,0.23,8995,0.8,8,0.38,0.76,23.14
Delhi,West_Delhi,2025-04-18,218,195,62,-1,59,7,19,58,45,9,4.44,0.43,11122,0.42,24,0.79,0.3,22.3
Delhi,Central_Delhi,2025-04-18,180,191,39,0,53,7,4,74,67,6,3.05,0.71,13453,0.62,13,0.69,0.81,22.54
Delhi,North_East_Delhi,2025-04-18,178,204,56,1,43,7,19,44,57,2,3.34,0.47,14248,0.61,14,0.48,0.34,18.6
Delhi,North_West_Delhi,2025-04-18,101,240,53,1,56,4,13,72,72,10,2.6,0.75,11894,0.38,5,0.39,0.41,20.16
Delhi,South_East_Delhi,2025-04-18,186,239,61,1,40,4,18,55,62,6,3.85,0.75,9566,0.66,5,0.53,0.58,23.12
Delhi,South_West_Delhi,2025-04-18,102,206,50,1,77,5,13,42,74,3,4.32,0.34,8530,0.34,19,0.6,0.8,18.44
Delhi,Shahdara,2025-04-18,118,168,41,1,47,7,16,50,50,4,2.86,0.68,11775,0.57,27,0.49,0.33,15.4
Delhi,North_Delhi,2025-04-19,100,240,65,-1,40,4,4,42,74,7,2.1,0.18,9306,0.49,22,0.67,0.75,20.52
Delhi,South_Delhi,2025-04-19,82,227,63,-1,77,2,18,74,69,7,2.77,0.2,11419,0.35,25,0.54,0.61,18.54
Delhi,East_Delhi,2025-04-19,118,293,56,0,72,7,6,46,56,7,3.16,0.27,15817,0.47,9,0.32,0.32,20.06
Delhi,West_Delhi,2025-04-19,166,220,45,-1,83,2,10,64,64,5,2.17,0.38,14451,0.75,25,0.6,0.5,19.94
Delhi,Central_Delhi,2025-04-19,168,286,47,1,44,2,17,79,78,9,4.29,0.45,12590,0.57,18,0.63,0.46,23.02
Delhi,North_East_Delhi,2025-04-19,129,207,56,0,56,5,13,65,66,10,4.22,0.25,13314,0.45,14,0.4,0.33,19.84
Delhi,North_West_Delhi,2025-04-19,200,224,37,-1,79,1,11,76,63,6,2.89,0.54,8172,0.34,20,0.49,0.65,22.72
Delhi,South_East_Delhi,2025-04-19,187,238,41,1,67,6,2,77,40,7,1.54,0.44,11430,0.63,21,0.35,0.47,21.84
Delhi,South_West_Delhi,2025-04-19,217,153,37,0,70,4,9,43,55,8,4.41,0.71,13383,0.43,17,0.63,0.4,21.4
Delhi,Shahdara,2025-04-19,173,263,56,0,73,7,3,60,53,7,2.04,0.4,13237,0.41,5,0.66,0.59,23.44
Delhi,North_Delhi,2025-04-20,210,182,31,1,55,4,19,40,53,8,2.22,0.74,15013,0.55,21,0.68,0.82,23.94
Delhi,South_Delhi,2025-04-20,118,164,53,0,56,7,14,67,37,2,1.86,0.49,13904,0.84,10,0.75,0.4,15.86
Delhi,East_Delhi,2025-04-20,134,298,37,1,42,1,17,58,36,9,4.98,0.43,11422,0.33,23,0.34,0.43,21.32
Delhi,West_Delhi,2025-04-20,115,210,50,-1,62,7,14,53,58,11,4.62,0.46,9897,0.4,26,0.34,0.73,21.54
Delhi,Central_Delhi,2025-04-20,85,275,37,1,40,5,9,70,52,7,2.49,0.51,15040,0.59,5,0.36,0.63,20.02
Delhi,North_East_Delhi,2025-04-20,219,285,43,-1,56,5,19,48,53,11,2.58,0.65,9439,0.74,10,0.56,0.81,28.18
Delhi,North_West_Delhi,2025-04-20,204,276,39,1,57,6,17,52,37,10,4.83,0.74,12723,0.73,17,0.74,0.74,26.22
Delhi,South_East_Delhi,2025-04-20,139,247,40,0,41,7,17,69,61,2,2.43,0.14,11677,0.5,18,0.59,0.67,19.4
Delhi,South_West_Delhi,2025-04-20,131,290,68,-1,56,1,15,54,50,11,3.09,0.67,14094,0.68,12,0.32,0.34,22.36
Delhi,Shahdara,2025-04-20,164,195,67,-1,47,5,4,55,73,2,4.53,0.54,12836,0.53,20,0.75,0.85,20.9
Delhi,North_Delhi,2025-04-21,184,205,39,1,71,5,7,73,43,9,4.2,0.5,14227,0.57,9,0.51,0.7,23.68
Delhi,South_Delhi,2025-04-21,90,225,37,0,65,2,8,40,43,4,4.69,0.47,10912,0.8,21,0.44,0.79,18.34
Delhi,East_Delhi,2025-04-21,132,165,50,0,79,7,16,64,67,11,4.09,0.21,14414,0.76,7,0.62,0.85,22.8
Delhi,West_Delhi,2025-04-21,194,294,58,1,81,4,12,47,67,3,2.3,0.79,11673,0.49,26,0.34,0.81,23.82
Delhi,Central_Delhi,2025-04-21,191,159,61,1,53,6,11,66,30,8,2.16,0.11,12976,0.73,13,0.56,0.83,23.7
Delhi,North_East_Delhi,2025-04-21,176,222,62,0,74,3,15,75,72,6,4.68,0.71,13116,0.8,21,0.69,0.35,20.38
Delhi,North_West_Delhi,2025-04-21,195,198,40,1,50,4,1,46,77,0,2.29,0.71,14802,0.58,18,0.8,0.36,18
Delhi,South_East_Delhi,2025-04-21,219,187,41,0,46,4,0,63,35,0,1.86,0.66,10204,0.83,21,0.75,0.7,20.68
Delhi,South_West_Delhi,2025-04-21,189,276,65,0,43,2,12,68,44,8,2.95,0.33,10408,0.75,27,0.68,0.51,23.56
Delhi,Shahdara,2025-04-21,157,178,58,1,48,7,6,57,56,1,2.61,0.72,8919,0.63,6,0.79,0.52,18.28
Delhi,North_Delhi,2025-04-22,121,267,32,1,72,6,14,74,57,10,3.47,0.74,15555,0.48,27,0.7,0.82,22.66
Delhi,South_Delhi,2025-04-22,167,220,56,0,55,1,14,73,56,3,4.3,0.78,9370,0.59,22,0.79,0.66,20.48
Delhi,East_Delhi,2025-04-22,216,162,32,1,72,2,0,66,79,4,4.7,0.53,15959,0.88,18,0.37,0.32,19.32
Delhi,West_Delhi,2025-04-22,150,259,44,-1,46,5,6,69,54,4,1.78,0.19,12126,0.66,9,0.38,0.7,21.5
Delhi,Central_Delhi,2025-04-22,81,227,37,1,75,5,8,59,53,7,3.33,0.25,12534,0.76,11,0.49,0.77,19.5
Delhi,North_East_Delhi,2025-04-22,167,154,30,0,82,5,14,73,60,1,3.28,0.37,11577,0.37,14,0.57,0.77,18.82
Delhi,North_West_Delhi,2025-04-22,97,264,42,1,41,4,4,62,70,4,2.67,0.8,14906,0.64,29,0.54,0.84,19.48
Delhi,South_East_Delhi,2025-04-22,82,177,55,0,80,3,5,42,31,0,4.09,0.26,11547,0.83,18,0.33,0.38,13.48
Delhi,South_West_Delhi,2025-04-22,154,234,50,1,51,3,19,59,78,8,1.79,0.34,14670,0.79,29,0.62,0.38,20.16
Delhi,Shahdara,2025-04-22,122,190,48,1,82,4,8,47,37,0,3.28,0.69,15108,0.74,24,0.49,0.68,16.76
Delhi,North_Delhi,2025-04-23,166,271,36,1,78,6,10,64,64,6,2.79,0.73,13209,0.58,10,0.68,0.89,24.12
Delhi,South_Delhi,2025-04-23,124,251,59,1,54,6,11,74,30,6,4.52,0.78,10121,0.89,15,0.76,0.81,21.82
Delhi,East_Delhi,2025-04-23,142,194,35,1,50,2,19,60,37,8,3.5,0.42,13670,0.32,6,0.49,0.64,21.06
Delhi,West_Delhi,2025-04-23,163,170,39,-1,84,5,8,59,45,3,2.41,0.16,11961,0.75,8,0.79,0.37,17.8
Delhi,Central_Delhi,2025-04-23,138,217,60,-1,57,6,1,55,51,3,4.93,0.26,12812,0.66,10,0.42,0.39,18.2
Delhi,North_East_Delhi,2025-04-23,133,213,57,0,42,3,8,78,60,1,3.66,0.31,8923,0.76,20,0.5,0.57,17.74
Delhi,North_West_Delhi,2025-04-23,102,201,51,0,70,6,14,40,68,0,4.34,0.49,8573,0.45,14,0.33,0.52,15.68
